id,label
8377,0.005
2277,0.173051
10335,0.995
5349,0.995
10573,0.005
5594,0.995
4890,0.995
7767,0.005
7603,0.995
8473,0.0326168
517,0.995
3551,0.005
11462,0.005
11700,0.005
3570,0.995
2838,0.005
1578,0.005
12158,0.995
5243,0.995
8238,0.995
6248,0.995
3180,0.005
6345,0.005
12402,0.005
4327,0.995
7019,0.005
4241,0.005
7382,0.005
10316,0.995
4223,0.995
4680,0.995
9913,0.005
6097,0.005
5254,0.005
9189,0.995
8158,0.995
10093,0.005
11340,0.995
1908,0.995
3834,0.005
8287,0.005
8817,0.995
11628,0.995
6112,0.005
3752,0.995
4194,0.995
4114,0.005
4434,0.995
11431,0.005
12335,0.005
4246,0.995
1691,0.733726
8889,0.995
4043,0.995
8629,0.995
4193,0.005
7482,0.005
2666,0.005
7318,0.005
5941,0.005
6216,0.005
10778,0.005
10429,0.995
8351,0.005
9420,0.995
6936,0.995
2330,0.005
11348,0.995
6256,0.005
8332,0.995
1715,0.005
5111,0.995
380,0.938838
1349,0.005
10896,0.995
8548,0.995
8322,0.005
10715,0.995
10847,0.995
8808,0.005
11640,0.995
7959,0.995
12152,0.005
5214,0.005
1972,0.995
2121,0.992931
6332,0.995
498,0.995
1897,0.005
6158,0.005
8421,0.005
4944,0.005
8011,0.995
10417,0.005
4070,0.005
10935,0.995
9506,0.005
9500,0.995
8710,0.005
1877,0.995
8702,0.119884
6538,0.005
6667,0.005
2438,0.995
7908,0.962
8929,0.005
4795,0.995
5479,0.995
2578,0.005
1906,0.995
8740,0.995
4977,0.00601425
8138,0.005
11585,0.995
11228,0.005
1493,0.995
5279,0.995
2198,0.995
303,0.005
1333,0.995
10851,0.995
5675,0.995
10645,0.995
3353,0.005
9682,0.005
3029,0.995
1553,0.995
8126,0.995
4389,0.005
1516,0.995
9020,0.005
9641,0.995
8259,0.995
6344,0.005
7291,0.995
3949,0.995
10470,0.005
6459,0.005
583,0.005
7632,0.005
12055,0.995
5559,0.995
9117,0.995
11263,0.005
7237,0.995
2224,0.005
3238,0.995
8079,0.005
6368,0.995
639,0.005
4947,0.005
4907,0.005
11520,0.995
9204,0.995
10773,0.995
12493,0.995
11923,0.995
11833,0.995
5856,0.005
449,0.005
8248,0.995
2322,0.995
5561,0.995
222,0.995
3206,0.995
12233,0.995
6701,0.995
5780,0.995
3104,0.005
7847,0.005
3506,0.995
5454,0.995
9446,0.005
2258,0.995
5618,0.995
7048,0.005
1979,0.995
5485,0.995
11054,0.995
12338,0.005
4303,0.995
12283,0.005
3980,0.005
4109,0.005
468,0.005
2686,0.005
8847,0.995
11771,0.005
304,0.005
12179,0.995
4448,0.005
7020,0.005
5601,0.995
4515,0.995
7562,0.995
1685,0.995
1689,0.005
4176,0.995
11872,0.005
6761,0.995
10914,0.995
6903,0.005
216,0.995
2504,0.995
9110,0.005
12277,0.995
11165,0.995
8876,0.005
5515,0.995
6697,0.005
3421,0.995
9539,0.995
7518,0.995
5430,0.005
2538,0.005
7350,0.995
10538,0.005
4618,0.995
12117,0.995
9580,0.005
10925,0.995
9134,0.995
186,0.005
7378,0.995
8824,0.005
2000,0.995
1178,0.005
1454,0.005
2072,0.005
3693,0.995
2160,0.995
6711,0.005
10148,0.990093
3855,0.995
10138,0.995
4595,0.005
9739,0.005
7645,0.995
11509,0.005
12088,0.995
7112,0.995
5895,0.005
11010,0.995
6488,0.005
10970,0.005
3711,0.005
10782,0.995
12039,0.995
4532,0.005
6927,0.005
5426,0.995
11452,0.995
7682,0.005
7090,0.441605
9320,0.005
9871,0.995
1537,0.995
7128,0.005
9078,0.005
10590,0.005
3968,0.995
5737,0.995
3889,0.005
9587,0.005
6585,0.995
1579,0.005
214,0.995
1338,0.005
8858,0.005
3941,0.995
3141,0.995
12248,0.995
7226,0.995
8556,0.995
11319,0.995
8631,0.005
10361,0.005
2486,0.005
3214,0.005
11053,0.995
4619,0.005
6360,0.005
11620,0.005
10445,0.995
10617,0.005
5767,0.005
9561,0.005
5827,0.995
12079,0.995
7881,0.995
12275,0.995
5994,0.005
1231,0.005
5664,0.005
2762,0.005
9902,0.005
997,0.995
6044,0.005
11677,0.995
8931,0.005
9886,0.995
5174,0.005
10863,0.995
11331,0.995
9630,0.995
12407,0.995
3997,0.995
5890,0.995
6556,0.995
8236,0.005
7369,0.005
4881,0.005
7087,0.005
7906,0.995
247,0.995
10115,0.005
7125,0.005
8311,0.005
12313,0.995
1892,0.995
7607,0.005
9814,0.0239689
10214,0.995
6931,0.005
3031,0.005
11572,0.005
5074,0.005
12364,0.995
3515,0.995
2746,0.005
8475,0.005
2638,0.995
3053,0.005
3718,0.995
6050,0.005
7716,0.995
9804,0.005
9112,0.005
1053,0.995
11809,0.995
9303,0.005
4437,0.995
7919,0.005
7943,0.005
55,0.005
3125,0.995
116,0.005
10034,0.995
1917,0.995
5762,0.005
385,0.995
10976,0.995
6064,0.995
11384,0.005
10122,0.005
3986,0.995
6929,0.974731
2888,0.005
6413,0.005
5701,0.995
5207,0.005
1353,0.995
8921,0.005
10414,0.995
10878,0.005
1383,0.005
5741,0.005
12112,0.995
614,0.005
2847,0.995
2507,0.995
10515,0.005
12384,0.005
338,0.005
4136,0.995
11108,0.005
6752,0.005
4727,0.005
2915,0.005
9281,0.995
10025,0.995
6710,0.995
4654,0.995
12466,0.005
170,0.005
2964,0.995
9496,0.005
11464,0.995
9654,0.995
3983,0.005
9819,0.005
9367,0.995
4435,0.005
7549,0.005
1676,0.995
10289,0.005
7186,0.005
8796,0.995
476,0.005
1393,0.995
7618,0.005
319,0.995
568,0.995
2303,0.005
3733,0.005
8005,0.995
10477,0.005
2307,0.005
5656,0.995
2780,0.005
4874,0.995
3082,0.995
10299,0.005
7351,0.005
2887,0.005
10170,0.005
2132,0.005
6612,0.005
3076,0.995
8641,0.005
9122,0.005
1095,0.995
12306,0.005
278,0.005
1545,0.005
1075,0.995
12175,0.995
3947,0.995
11291,0.005
8146,0.005
10796,0.005
10962,0.995
3542,0.995
3827,0.995
2220,0.995
1854,0.005
2022,0.005
11281,0.995
10889,0.005
8255,0.995
5249,0.005
12360,0.995
2528,0.005
6113,0.005
3697,0.995
9855,0.005
6232,0.995
4766,0.005
9326,0.995
10939,0.005
11114,0.995
6301,0.995
2799,0.005
10221,0.995
1695,0.005
4462,0.005
8936,0.995
10338,0.005
9909,0.005
11381,0.005
3836,0.995
1090,0.005
9996,0.995
362,0.005
4609,0.005
11349,0.995
5373,0.005
1287,0.005
8390,0.995
3755,0.995
8685,0.005
9856,0.005
9869,0.995
5004,0.995
3602,0.005
871,0.995
626,0.995
3443,0.005
692,0.005
3993,0.005
2285,0.995
1978,0.005
4836,0.995
4941,0.995
6484,0.005
2902,0.005
1209,0.005
8348,0.005
9589,0.995
2466,0.995
6595,0.005
4715,0.995
7794,0.005
2646,0.005
5145,0.995
11576,0.995
3309,0.995
4352,0.995
11515,0.995
9247,0.005
5442,0.995
6726,0.005
5764,0.005
9707,0.995
5467,0.995
6780,0.005
5815,0.995
8402,0.005
7098,0.995
12250,0.005
4354,0.995
11060,0.005
5979,0.995
5259,0.005
5983,0.995
7061,0.005
11288,0.005
9254,0.995
10106,0.005
2711,0.005
7498,0.005
10479,0.995
8525,0.005
442,0.005
7411,0.005
11205,0.995
1061,0.005
7993,0.995
4724,0.995
6098,0.005
887,0.995
5916,0.995
8767,0.995
11298,0.005
8985,0.995
3452,0.995
5315,0.995
8730,0.802261
7409,0.005
2361,0.005
5782,0.995
3664,0.995
2772,0.005
799,0.005
5007,0.005
9633,0.005
9828,0.995
2246,0.995
9206,0.995
12412,0.995
2192,0.638282
290,0.005
8867,0.005
1829,0.995
10251,0.995
8601,0.995
6944,0.995
6354,0.995
7483,0.005
6387,0.995
832,0.995
5440,0.995
2100,0.005
8953,0.995
11414,0.005
3643,0.005
9081,0.005
9169,0.995
7217,0.005
6855,0.005
12127,0.005
9425,0.005
7621,0.005
11334,0.995
8989,0.005
11130,0.005
7595,0.995
11166,0.005
10634,0.005
1626,0.005
2810,0.005
1123,0.005
11887,0.005
1722,0.995
12074,0.995
2825,0.005
9719,0.005
10661,0.995
10107,0.005
11673,0.995
1950,0.995
6452,0.005
5489,0.995
11003,0.005
5646,0.005
5495,0.995
5453,0.005
10884,0.005
2994,0.005
6114,0.005
10608,0.995
10513,0.005
10412,0.005
6712,0.995
4455,0.005
12499,0.995
11434,0.005
923,0.995
3594,0.005
3036,0.005
1582,0.005
10383,0.005
1281,0.005
5144,0.005
4408,0.995
1368,0.005
6139,0.995
10802,0.005
3448,0.005
9674,0.995
11071,0.995
1363,0.005
7923,0.992113
6220,0.005
10440,0.005
1828,0.995
5940,0.005
4340,0.995
8084,0.798994
5366,0.995
7306,0.98002
8900,0.005
3891,0.995
6860,0.005
220,0.995
2587,0.005
2181,0.005
2291,0.956379
11048,0.995
2683,0.995
5217,0.995
6863,0.005
2627,0.995
12246,0.995
4840,0.995
2282,0.005
9312,0.995
3174,0.005
3008,0.005
3857,0.005
1848,0.995
1018,0.995
1631,0.005
4550,0.005
10269,0.995
5435,0.005
9757,0.005
6082,0.995
12278,0.995
6266,0.995
5832,0.005
7359,0.995
11780,0.995
4789,0.005
10870,0.0676626
8315,0.005
7575,0.005
11761,0.995
6957,0.005
9612,0.995
8503,0.995
1316,0.005
12350,0.995
8070,0.995
10266,0.005
10843,0.005
1617,0.995
1655,0.995
10894,0.005
2717,0.995
7052,0.995
1304,0.995
1994,0.995
2731,0.005
9607,0.995
2610,0.005
8234,0.995
9127,0.005
11681,0.995
8607,0.995
1772,0.005
9563,0.995
4560,0.005
6214,0.995
7471,0.005
6881,0.005
6778,0.005
3397,0.005
6829,0.005
11613,0.995
12087,0.995
5494,0.995
1270,0.005
11831,0.995
3340,0.995
8956,0.005
1800,0.995
5461,0.005
11490,0.995
10616,0.995
1786,0.995
1745,0.005
2700,0.995
9042,0.005
7298,0.995
831,0.005
6297,0.005
9793,0.005
3910,0.995
1939,0.995
7876,0.703325
595,0.995
7622,0.995
5365,0.005
8469,0.005
11478,0.995
7262,0.005
10934,0.005
6963,0.995
7825,0.005
7593,0.005
3791,0.005
1453,0.005
3801,0.995
11566,0.005
1733,0.995
6124,0.005
2221,0.995
4995,0.005
5738,0.995
5090,0.994128
12153,0.995
7453,0.995
10432,0.995
11009,0.005
11107,0.995
7821,0.005
12140,0.005
7592,0.005
11897,0.995
4717,0.995
11466,0.005
8610,0.995
9738,0.995
397,0.995
12102,0.005
1308,0.995
7197,0.005
364,0.005
4120,0.005
11321,0.995
7261,0.995
6616,0.005
11273,0.995
5992,0.995
10090,0.005
9048,0.005
6324,0.005
11512,0.995
11842,0.005
6018,0.005
6990,0.005
4349,0.995
834,0.995
204,0.995
9585,0.005
10239,0.005
4350,0.995
2143,0.995
12282,0.995
668,0.995
3866,0.005
1529,0.995
1789,0.995
8090,0.005
900,0.995
1345,0.005
2955,0.005
10953,0.005
9949,0.005
8793,0.995
73,0.995
10256,0.995
2514,0.995
1074,0.995
6052,0.005
1439,0.005
11639,0.005
4302,0.975035
1922,0.995
8087,0.005
2680,0.995
5235,0.995
8695,0.995
1034,0.995
3608,0.995
1667,0.995
6896,0.005
2037,0.005
1656,0.005
11964,0.995
3399,0.995
7053,0.995
9265,0.005
1239,0.005
6203,0.995
4179,0.005
1749,0.005
8958,0.995
11571,0.995
5828,0.995
1767,0.995
10651,0.995
7860,0.0120909
9328,0.005
6618,0.005
11058,0.005
9597,0.005
11138,0.995
6958,0.995
11838,0.995
3721,0.005
477,0.005
5920,0.005
10390,0.995
3573,0.005
9927,0.005
5931,0.995
12280,0.005
8810,0.005
12171,0.005
10530,0.005
2289,0.005
731,0.995
12363,0.005
11016,0.995
5688,0.995
12476,0.995
11826,0.005
9035,0.005
4454,0.005
8385,0.128956
7721,0.005
10452,0.005
2753,0.005
6909,0.741912
6400,0.995
4306,0.005
1721,0.005
9300,0.995
2368,0.995
9646,0.995
12162,0.005
6959,0.005
8647,0.005
6693,0.005
4323,0.005
5132,0.005
2971,0.995
8416,0.995
10333,0.005
12373,0.005
3027,0.005
12029,0.005
12314,0.995
8571,0.995
291,0.005
10940,0.995
61,0.005
5697,0.995
6928,0.995
10139,0.995
5952,0.995
1335,0.005
8657,0.005
2218,0.005
1619,0.995
11170,0.995
2536,0.005
6737,0.995
10786,0.005
1937,0.966633
12025,0.005
5223,0.005
5424,0.005
3731,0.005
9847,0.995
9973,0.995
12169,0.005
10367,0.846022
7696,0.995
10406,0.995
9190,0.995
6195,0.005
11854,0.005
5695,0.995
2573,0.995
11703,0.005
4052,0.005
11862,0.995
7890,0.005
8349,0.005
582,0.995
4574,0.995
4121,0.995
6614,0.005
9135,0.995
9901,0.005
9291,0.995
2919,0.995
10719,0.995
1543,0.992007
7729,0.005
10000,0.995
11026,0.005
2551,0.005
2792,0.995
8807,0.995
3966,0.995
10822,0.005
6254,0.995
8453,0.005
4968,0.005
6634,0.005
6268,0.005
3171,0.005
7809,0.005
2256,0.005
10026,0.995
2735,0.005
11,0.005
10371,0.005
3460,0.005
9908,0.005
4753,0.005
1777,0.005
10315,0.995
2441,0.005
4127,0.005
8997,0.995
8701,0.005
987,0.005
6316,0.005
1072,0.990937
11793,0.005
5343,0.995
3799,0.995
4262,0.913862
9906,0.005
63,0.005
1501,0.995
5514,0.995
11269,0.995
1923,0.005
10752,0.995
1374,0.005
7001,0.995
11850,0.995
1150,0.005
8391,0.005
5833,0.995
2183,0.005
6173,0.005
4417,0.995
4260,0.995
7338,0.995
10027,0.995
2414,0.005
5468,0.995
3782,0.005
502,0.005
7480,0.005
6567,0.995
10356,0.005
8104,0.005
10605,0.0202775
5875,0.005
2382,0.005
9965,0.995
4022,0.005
6314,0.005
10687,0.005
12078,0.005
11237,0.995
2518,0.995
9409,0.995
317,0.995
10434,0.995
8130,0.005
7674,0.995
11359,0.005
11800,0.005
5520,0.995
5707,0.005
274,0.005
4972,0.005
4736,0.995
11906,0.995
3473,0.005
562,0.005
10551,0.995
8058,0.995
2710,0.995
5055,0.005
4371,0.005
11361,0.005
9236,0.005
9370,0.005
532,0.005
11880,0.005
3222,0.995
4536,0.005
983,0.995
4368,0.005
7573,0.005
8708,0.995
5681,0.005
7802,0.005
4112,0.005
11948,0.005
2749,0.005
6140,0.995
8395,0.995
324,0.005
11569,0.995
1816,0.995
6164,0.005
684,0.995
2475,0.005
11545,0.005
12274,0.305264
11875,0.005
11494,0.995
10921,0.005
8987,0.995
6037,0.005
4678,0.005
5470,0.995
10674,0.005
7576,0.005
8855,0.995
9936,0.005
4387,0.005
9197,0.005
2906,0.005
7167,0.005
11748,0.005
7280,0.995
6950,0.991726
3674,0.995
11795,0.995
2267,0.995
11136,0.005
28,0.005
7920,0.995
12267,0.995
103,0.005
5710,0.005
3559,0.005
11534,0.005
10273,0.005
10556,0.995
810,0.995
9606,0.995
6281,0.995
9905,0.005
7949,0.995
556,0.005
2201,0.995
8310,0.995
4092,0.995
10190,0.995
8794,0.995
12319,0.005
6432,0.995
6774,0.995
10201,0.005
5517,0.005
824,0.005
2533,0.995
5548,0.995
865,0.995
4337,0.005
6180,0.995
9845,0.0146306
12318,0.995
693,0.995
9137,0.005
10827,0.005
2485,0.005
2939,0.995
9346,0.995
3771,0.995
10389,0.005
10264,0.005
7266,0.005
6003,0.005
2069,0.995
12284,0.995
3257,0.005
5617,0.995
9699,0.995
8335,0.995
770,0.995
4165,0.995
5295,0.005
7228,0.995
11502,0.995
894,0.005
5268,0.995
10060,0.995
9013,0.995
4261,0.995
8363,0.005
9175,0.995
5689,0.995
9276,0.005
5859,0.005
10302,0.995
2318,0.005
9379,0.005
7529,0.995
6132,0.005
1004,0.995
8648,0.995
9769,0.995
4089,0.995
4731,0.995
5829,0.995
12271,0.350061
12006,0.995
6630,0.995
4808,0.995
62,0.995
2643,0.995
8458,0.005
9756,0.995
8864,0.995
9681,0.995
11487,0.995
11898,0.005
3226,0.995
1082,0.995
3479,0.995
6366,0.005
5630,0.995
7111,0.995
1211,0.995
3916,0.005
10900,0.995
3815,0.005
10021,0.005
7854,0.005
11886,0.995
3534,0.005
4544,0.005
4187,0.005
283,0.005
4662,0.005
5478,0.995
11218,0.995
6961,0.005
4154,0.005
3135,0.005
9296,0.995
11430,0.995
4099,0.995
9523,0.005
7587,0.995
5232,0.995
11819,0.005
2553,0.005
1037,0.995
6035,0.005
12164,0.005
9444,0.005
1874,0.995
982,0.995
5784,0.995
3624,0.005
1052,0.995
10087,0.995
7718,0.005
6660,0.005
9076,0.995
6411,0.005
4558,0.986217
2197,0.995
4123,0.005
1144,0.995
3488,0.995
2816,0.005
11173,0.995
3304,0.995
11584,0.995
208,0.005
4885,0.005
5981,0.005
4321,0.995
1115,0.995
342,0.005
4774,0.995
11486,0.995
6021,0.005
1961,0.005
2634,0.995
622,0.005
5858,0.995
2233,0.005
3814,0.995
9514,0.005
10966,0.995
2938,0.005
2065,0.995
8166,0.995
6222,0.995
11804,0.995
9924,0.005
3324,0.005
8339,0.995
6882,0.005
4370,0.995
7282,0.005
11146,0.995
2027,0.005
6355,0.995
6974,0.995
5284,0.005
3760,0.005
3638,0.005
2129,0.995
10926,0.995
8555,0.005
8853,0.005
2402,0.995
2767,0.995
6095,0.005
7410,0.995
1956,0.995
4105,0.005
11734,0.005
9781,0.005
560,0.995
8637,0.995
11974,0.005
5849,0.995
1580,0.995
3159,0.995
9382,0.005
654,0.995
5308,0.995
4970,0.005
4999,0.995
12455,0.005
3467,0.995
10166,0.995
2353,0.005
10182,0.005
6546,0.995
11206,0.005
11759,0.995
94,0.995
7760,0.995
11924,0.005
10996,0.995
2101,0.995
1487,0.005
10903,0.995
1611,0.005
11845,0.005
2592,0.005
5748,0.995
7766,0.995
2478,0.995
4696,0.005
10815,0.927988
10580,0.995
8714,0.005
1522,0.005
12342,0.995
3485,0.995
9849,0.995
10529,0.005
702,0.005
10407,0.005
1492,0.005
1464,0.005
9984,0.995
6361,0.995
4937,0.995
9442,0.005
2202,0.995
9098,0.005
7190,0.995
10654,0.005
6824,0.995
3457,0.005
10287,0.005
2990,0.995
9188,0.995
5161,0.005
1365,0.005
8536,0.005
8352,0.005
8478,0.995
2145,0.995
6854,0.995
5566,0.005
11599,0.005
6340,0.995
9772,0.995
9838,0.005
9171,0.995
11467,0.005
8397,0.005
5841,0.005
2055,0.995
8117,0.995
1050,0.005
9224,0.995
5588,0.995
4082,0.986901
10985,0.995
9260,0.995
5567,0.995
8004,0.005
4334,0.995
12067,0.005
5261,0.005
11777,0.005
12097,0.005
1187,0.005
1928,0.995
815,0.995
3264,0.869714
10585,0.005
7456,0.005
3339,0.995
7808,0.005
7353,0.995
8262,0.005
5667,0.995
137,0.995
7015,0.005
3152,0.995
4292,0.005
9178,0.005
10727,0.005
9935,0.995
10293,0.995
7779,0.005
3227,0.005
2365,0.995
2689,0.995
2754,0.005
2266,0.005
504,0.005
6115,0.005
11625,0.995
3134,0.995
5001,0.005
11595,0.005
5631,0.995
3070,0.995
3804,0.005
7193,0.005
11282,0.995
1145,0.995
7846,0.005
2535,0.005
11457,0.005
8207,0.995
3849,0.995
9241,0.995
10895,0.995
8365,0.005
2681,0.005
7462,0.995
6430,0.005
1026,0.005
1566,0.005
6849,0.995
10218,0.005
10259,0.995
10005,0.005
6027,0.995
8048,0.005
5089,0.995
768,0.995
2031,0.005
1397,0.005
669,0.995
5299,0.995
352,0.995
5042,0.005
955,0.995
5053,0.005
8013,0.005
3943,0.995
6611,0.995
2628,0.995
4163,0.005
4225,0.005
11891,0.005
10126,0.005
1331,0.005
4185,0.005
6186,0.995
8678,0.005
8625,0.005
8605,0.005
11711,0.00842394
6304,0.005
1166,0.995
1063,0.005
4106,0.005
7667,0.995
4318,0.005
6229,0.995
5539,0.995
10537,0.995
9967,0.995
10172,0.995
12257,0.005
10558,0.995
8773,0.005
9591,0.005
11426,0.995
3982,0.005
1111,0.005
9240,0.005
12218,0.005
6511,0.995
1469,0.995
4643,0.995
9332,0.005
3863,0.005
140,0.005
6600,0.995
2720,0.995
8428,0.005
3584,0.005
5170,0.005
4255,0.995
2750,0.005
6061,0.995
3113,0.005
419,0.995
8928,0.005
842,0.995
4148,0.005
5745,0.005
12374,0.005
5739,0.995
8186,0.005
7371,0.995
793,0.995
3698,0.005
9998,0.005
6895,0.995
8994,0.005
10850,0.005
3616,0.005
10231,0.995
2870,0.995
9126,0.995
4873,0.995
1040,0.995
7558,0.995
940,0.995
114,0.005
5472,0.005
9900,0.005
11946,0.995
3753,0.005
3527,0.995
1036,0.995
10097,0.995
2843,0.995
7260,0.995
7248,0.995
2579,0.995
5595,0.005
3045,0.995
5863,0.005
4572,0.005
5449,0.995
3951,0.005
8451,0.005
8739,0.995
11618,0.005
451,0.005
8286,0.995
4342,0.995
1921,0.005
1912,0.995
4912,0.995
10764,0.005
6649,0.995
5791,0.005
3761,0.995
6686,0.005
3063,0.005
2571,0.005
1408,0.005
3868,0.005
11342,0.005
977,0.005
1238,0.995
8597,0.005
4468,0.995
3565,0.005
3255,0.005
10496,0.995
9941,0.995
1496,0.995
807,0.995
10922,0.005
1071,0.005
11806,0.995
8885,0.005
11477,0.005
357,0.005
2820,0.995
4741,0.005
481,0.995
10301,0.005
4894,0.995
6502,0.995
9032,0.005
10210,0.005
1009,0.995
10199,0.005
2194,0.995
8902,0.005
8952,0.995
2893,0.005
10509,0.995
970,0.995
7270,0.005
5350,0.995
6346,0.005
47,0.005
9581,0.005
12139,0.995
7002,0.995
12081,0.005
4601,0.005
707,0.995
866,0.995
6878,0.005
9639,0.995
3651,0.005
2523,0.995
10974,0.995
46,0.995
10561,0.995
538,0.005
9449,0.995
1671,0.995
3286,0.005
7194,0.005
3587,0.995
7557,0.005
11634,0.005
5313,0.005
9805,0.005
10528,0.005
5513,0.995
7181,0.995
3724,0.005
8712,0.995
259,0.005
11250,0.995
11202,0.995
10829,0.995
5264,0.995
11335,0.995
11739,0.005
5823,0.005
11824,0.005
1248,0.995
2936,0.995
394,0.995
9378,0.995
1297,0.005
3990,0.995
5778,0.995
10598,0.995
11416,0.995
7100,0.005
1091,0.992129
5963,0.005
7615,0.995
10051,0.005
800,0.995
1527,0.005
1094,0.995
8127,0.995
2999,0.005
755,0.005
3028,0.995
7886,0.005
6335,0.005
11089,0.995
4400,0.995
155,0.995
11629,0.995
8145,0.995
934,0.995
1273,0.995
9853,0.005
2117,0.995
12301,0.005
7601,0.995
1289,0.995
9465,0.995
8753,0.005
10313,0.995
12027,0.005
7806,0.005
11956,0.975944
7315,0.995
6973,0.005
7844,0.005
12380,0.995
9614,0.0486827
7214,0.995
8825,0.005
11672,0.005
7979,0.005
4482,0.005
11186,0.005
5446,0.995
4036,0.995
6253,0.995
8157,0.995
2463,0.005
7735,0.995
8125,0.005
7229,0.005
8136,0.005
12349,0.005
3169,0.005
854,0.995
10298,0.995
6708,0.995
929,0.005
12131,0.995
1406,0.005
6215,0.995
11398,0.995
1859,0.995
10817,0.005
12405,0.005
2851,0.005
7877,0.005
6367,0.995
1460,0.995
2312,0.005
2429,0.005
11511,0.005
4594,0.995
10271,0.995
11412,0.995
5848,0.995
9994,0.005
1826,0.0115034
1708,0.995
8841,0.005
5551,0.995
4854,0.995
2897,0.005
5692,0.995
5821,0.995
12331,0.005
8677,0.995
6343,0.005
4375,0.995
1092,0.005
2416,0.995
2388,0.995
1079,0.995
2206,0.005
11497,0.995
11536,0.995
12094,0.995
2042,0.995
3911,0.005
3536,0.995
11386,0.995
1237,0.995
3865,0.005
10029,0.992605
8163,0.005
8699,0.995
574,0.995
5574,0.995
8144,0.005
9824,0.005
8940,0.995
6103,0.995
10816,0.005
549,0.005
4007,0.005
9920,0.995
10220,0.995
5121,0.995
3483,0.005
4266,0.005
6818,0.995
6740,0.005
2473,0.005
8174,0.995
4529,0.005
9551,0.995
523,0.995
6010,0.995
2011,0.995
11407,0.005
4650,0.995
972,0.995
6534,0.005
12176,0.005
11846,0.995
159,0.995
3719,0.995
11483,0.995
12417,0.005
3242,0.005
5629,0.995
9890,0.995
11124,0.005
9263,0.995
11207,0.005
5124,0.005
11363,0.995
3179,0.005
2255,0.995
9966,0.005
2995,0.005
4018,0.005
2120,0.995
429,0.995
10908,0.005
3609,0.005
3382,0.005
9582,0.005
12217,0.005
12144,0.005
4001,0.995
6380,0.005
7023,0.005
681,0.995
10137,0.005
11055,0.005
7838,0.995
6573,0.995
9331,0.995
11947,0.005
86,0.904427
10988,0.005
1830,0.005
10717,0.995
9854,0.005
1494,0.005
8269,0.995
2261,0.995
1020,0.005
10436,0.995
1652,0.995
10887,0.005
7584,0.995
1002,0.995
9695,0.995
11460,0.005
10956,0.005
6074,0.005
3004,0.005
7154,0.005
8056,0.995
3830,0.005
7107,0.995
5456,0.005
686,0.995
4806,0.005
1508,0.995
4325,0.995
10986,0.005
6358,0.005
10620,0.995
9518,0.005
439,0.995
11267,0.005
3144,0.005
7079,0.995
9504,0.995
5661,0.005
1409,0.995
9353,0.005
3154,0.005
2442,0.995
10549,0.005
3343,0.005
2926,0.995
11125,0.995
1698,0.005
12317,0.005
8668,0.995
2106,0.005
11657,0.005
11811,0.005
5621,0.005
2278,0.005
8687,0.005
9760,0.005
825,0.005
7559,0.928094
11929,0.995
189,0.005
2718,0.995
5747,0.995
515,0.995
6386,0.005
634,0.005
1628,0.995
11998,0.995
10932,0.995
9526,0.995
2085,0.0269308
9671,0.995
3000,0.995
9548,0.995
11586,0.995
7259,0.995
7642,0.995
4649,0.995
3375,0.995
10466,0.995
1329,0.995
11903,0.005
1658,0.995
7391,0.005
1046,0.005
659,0.005
5185,0.005
3996,0.995
7328,0.995
3079,0.005
7551,0.995
10916,0.995
8376,0.005
11093,0.995
10750,0.992087
6168,0.005
10965,0.005
9066,0.995
1428,0.994377
3447,0.005
5635,0.995
6540,0.995
9024,0.005
2942,0.005
3899,0.995
8803,0.005
6586,0.995
9209,0.005
11182,0.995
3322,0.005
2326,0.005
10898,0.979392
400,0.90472
226,0.995
9244,0.995
6970,0.005
8627,0.005
5967,0.005
9022,0.995
5283,0.592111
7544,0.995
5401,0.005
12251,0.005
6078,0.995
6751,0.995
12383,0.995
8791,0.995
11345,0.005
7236,0.005
11685,0.005
5138,0.005
8589,0.995
754,0.005
6120,0.995
8030,0.005
5712,0.005
9519,0.005
10758,0.995
3127,0.005
3259,0.005
6804,0.995
11564,0.005
8671,0.995
584,0.005
5346,0.995
11212,0.995
5063,0.995
2470,0.995
6250,0.005
10846,0.005
6118,0.995
4889,0.995
8124,0.005
6192,0.995
9047,0.005
10653,0.005
7776,0.995
8665,0.005
6799,0.995
7451,0.995
3384,0.995
2826,0.995
1524,0.005
2325,0.995
262,0.995
11661,0.005
11323,0.005
10702,0.995
4216,0.995
589,0.005
7722,0.995
11519,0.995
5866,0.005
4526,0.995
4351,0.995
5959,0.00989861
11385,0.995
518,0.995
4392,0.005
6245,0.995
11555,0.995
11085,0.995
6942,0.005
10582,0.005
2685,0.005
9832,0.995
6713,0.005
11018,0.005
10684,0.995
2873,0.005
2543,0.995
10514,0.995
4655,0.005
5336,0.995
7479,0.995
11717,0.995
12008,0.005
8137,0.005
6640,0.995
2589,0.995
9932,0.995
332,0.988692
8959,0.995
9743,0.995
3671,0.005
1080,0.995
6000,0.995
294,0.005
8933,0.995
6886,0.995
2764,0.005
11666,0.005
4748,0.968971
3167,0.005
8963,0.005
2035,0.995
9955,0.995
7797,0.995
11008,0.005
11983,0.005
2314,0.005
5022,0.995
10774,0.005
2705,0.005
641,0.995
3404,0.005
550,0.005
9250,0.005
312,0.005
2235,0.005
7268,0.07262
6474,0.005
3685,0.005
9705,0.005
4227,0.005
11820,0.005
1128,0.005
11261,0.995
6141,0.995
7325,0.005
